"",TRAINS,4613,4615,4617,4623,4627,4631,4633,4635,4639,4641,4643,4651
"",,Q,Q,Q,Q,Q,Q,Q,Q,,,,
A.M.,A.M.,A.M.,A.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,A.M.
Departing from:,,,,,,,,,,,,,
Stirling,,,,,L 4.29,,,,,,L 5.22,,,,,,,L 5.59,,,L 6.21,
Millington,,,,,L 4.31,,,,,,L 5.24,,,,,,,L 6.02,,,L 6.25,
Lyons,,,,,L 4.34,,,,,,L 5.27,,,,,,,L 6.05,,,L 6.28,
Basking Ridge,,,,,L 4.37,,,,,,L 5.30,,,,,,,L 6.08,,,L 6.32,
Bernardsville,,,,,4.42,,,,,,L 5.33,,,,,,,L 6.11,,,L 6.35,
Far Hills,,,,,,,,,,,L 5.39,,,,,,,L 6.17,,,L 6.42,
Peapack,,,,,,,,,,,L 5.43,,,,,,,L 6.21,,,L 6.47,
GLADSTONE,,,,,,,,,,,5.48,,,,,,,6.26,,,6.56,
Chatham,,4.08,,,,,L 4.33,4.41,,L 4.58,,,5.24,,5.33,,5.54,,,L 6.03,,
Madison,,4.12,,,,,L 4.37,4.44,,L 5.02,,,5.28,,5.37,,5.57,,,L 6.07,,
Convent,,4.16,,,,,L 4.41,4.48,,L 5.06,,,5.31,,5.42,,6.01,,,L 6.12,,
Morristown,,4.20,,,,,L 4.45,4.52,,L 5.10,,,5.35,,L 5.46,,6.05,,,L 6.16,,
Morris Plains,,4.24,,,,,L 4.49,4.56,,L 5.14,,,5.39,,L 5.51,,6.09,,,L 6.21,,
Mount Tabor,,,,,,,,5.03,,,,,5.46,,,,6.16,,,,,
Denville,,4.32,,4.54,,,L 4.57,5.06,,L 5.22,,5.55,5.49,,L 5.59,,6.19,,6.25,L 6.29,,
DOVER,,4.40,,,,,5.06,5.13,,5.30,,6.02,5.56,,6.06,,6.28,,6.33,6.37,,
Mount Arlington,,,,,,,,5.20,,,,6.10,,,,,,,6.40,,,
Lake Hopatcong,,,,,,,,5.26,,,,6.16,,,,,,,6.45,,,
Netcong,,,,,,,,5.32,,,,6.21,,,,,,,6.50,,,
Mount Olive,,,,,,,,5.36,,,,6.26,,,,,,,6.55,,,
HACKETTSTOWN,,,,,,,,,,,,6.37,,,,,,,,,,
"",Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
"",807,6273,433,6351,6651,1009,6653,275,881,435,339,6437,6279,6355,6655,1011,657,6283,439,6359,6659,6363
"",P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.
NEW YORK,,5.31,,5.34,5.42,,5.52,,,,,6.10,6.12,6.20,6.22,,,6.41,,6.50,6.56,7.18
Secaucus Junction,,,,5.44,,,,,,,,,,,6.32,,,6.51,,6.59,,
via PATH from WTC,5.08,,5.16,,,5.32,,5.32,5.40,5.40,5.48,,,,,6.12,6.20,,6.28,,,
arrive HOBOKEN,5.19,,5.27,,,5.43,,5.43,5.51,5.51,5.59,,,,,6.23,6.31,,6.39,,,
via FERRY from WFC,5.10,,5.10,,,5.30,,5.30,5.40,5.40,5.50,,,,,6.10,6.20,,6.30,,,
arrive HOBOKEN,5.20,,5.20,,,5.40,,5.40,5.50,5.50,6.00,,,,,6.20,6.30,,6.40,,,
HOBOKEN,5.28,,5.34,,,5.50,,5.56,6.01,6.03,6.07,,,,,6.33,6.38,,6.48,,,
Newark Broad Street,5.44,5.48,5.51,5.55,,6.07,,6.12,6.17,6.20,6.23,,6.30,,6.44,6.50,6.54,7.01,7.05,7.09,7.13,7.35
East Orange,,,,L 6.00,,,,,,,6.28,,,,,,7.00,,,,,
Brick Church,,,L 5.56,L 6.03,,,L 6.14,,,,6.30,,,L 6.42,,,7.02,,,L 7.16,,L 7.42
Orange,,,L 5.59,L 6.06,,,,,,,6.33,,,L 6.45,,,7.05,,,L 7.19,,L 7.45
Highland Avenue,,,,L 6.08,,,,,,,6.35,,,,,,7.08,,,,,
Mountain Station,,,,L 6.11,,,,,,,6.38,,,L 6.49,,,7.10,,,,,
South Orange,L 5.54,,,L 6.14,,,L 6.21,,L 6.27,,L 6.40,,,L 6.51,,,7.13,,,L 7.24,,L 7.51
Maplewood,L 5.57,,,L 6.17,6.09,,,,L 6.30,,L 6.43,L 6.38,,L 6.55,,,7.16,,,L 7.28,,L 7.55
Millburn,L 6.01,,,,6.13,,,,L 6.35,,L 6.47,L 6.42,,L 7.00,,,7.20,,,L 7.33,,L 7.59
Short Hills,,,L 6.09,,6.17,,,,,L 6.34,,L 6.46,,L 7.04,,,7.23,,,,L 7.29,
Summit - Arrive,L 6.07,,L 6.13,6.27,6.22,,L 6.32,,L 6.43,L 6.38,6.54,,,7.10,L 7.03,,7.27,,L 7.21,7.41,7.35,8.07
Summit - Depart,L 6.08,,L 6.14,,6.23,,L 6.33,,L 6.43,L 6.39,,,,,L 7.04,,7.28,,L 7.21,,7.36,
New Providence,,,L 6.18,,,,,,,L 6.43,,L 6.54,,,,,,,L 7.25,,,
Murray Hill,,,L 6.22,,,,,,,L 6.46,,L 6.58,,,,,,,L 7.29,,,
Berkeley Heights,,,L 6.26,,,,,,,L 6.50,,L 7.03,,,,,,,L 7.33,,,
Gillette,,,L 6.29,,,,,,,L 6.53,,L 7.06,,,,,,,L 7.35,,,
Stirling,,,L 6.31,,,,,,,L 6.55,,L 7.09,,,,,,,L 7.38,,,
Millington,,,L 6.34,,,,,,,L 6.58,,L 7.12,,,,,,,L 7.41,,,
Lyons,,,L 6.38,,,,,,,L 7.01,,L 7.16,,,,,,,L 7.44,,,
Basking Ridge,,,L 6.41,,,,,,,L 7.04,,L 7.20,,,,,,,L 7.47,,,
Bernardsville,,,L 6.44,,,,,,,L 7.07,,L 7.23,,,,,,,L 7.50,,,
Far Hills,,,L 6.52,,,,,,,L 7.13,,L 7.30,,,,,,,L 7.56,,,
Peapack,,,L 6.58,,,,,,,L 7.18,,L 7.34,,,,,,,L 8.00,,,
GLADSTONE,,,7.08,,,,,,,7.22,,7.43,,,,,,,8.05,,,
Chatham,L 6.14,,,,L 6.30,,L 6.40,,L 6.49,,,,,,L 7.10,,7.34,,,,7.43,
Madison,L 6.18,,,,L 6.34,,L 6.45,,L 6.53,,,,,,L 7.15,,7.38,,,,7.47,
Convent,L 6.22,,,,L 6.39,,L 6.50,,L 6.58,,,,,,L 7.20,,7.42,,,,7.53,
Morristown,L 6.26,,,,L 6.43,,L 6.54,,L 7.02,,,,,,L 7.24,,7.46,,,,7.57,
Morris Plains,L 6.30,,,,L 6.47,,L 6.58,,L 7.06,,,,,,L 7.28,,7.50,,,,8.02,
Mount Tabor,L 6.38,,,,,,,,L 7.14,,,,,,,,7.57,,,,,
Denville,L 6.40,,,,L 6.55,L 7.10,L 7.06,,L 7.17,,,,,,L 7.36,L 7.55,8.00,,,,8.10,
DOVER,L 6.48,,,,7.05,7.19,7.16,,L 7.25,,,,,,7.45,L 8.02,8.07,,,,8.19,
Mount Arlington,L 6.55,,,,,,,,L 7.33,,,,,,,L 8.10,,,,,,
Lake Hopatcong,7.00,,,,,,,,L 7.38,,,,,,,8.15,,,,,,
Netcong,,,,,,,,,L 7.45,,,,,,,,,,,,,
Mount Olive,,,,,,,,,L 7.49,,,,,,,,,,,,,
HACKETTSTOWN,,,,,,,,,8.04,,,,,,,,,,,,,
"",Q,Q,Q,Q,Q,,,,,,,,,,,,,,,,,,
"",1085,6663,665,6291,443,6667,6293,447,6671,1087,6295,449,6675,1061,6677,6297,451,6679,6299,453,6683,6201,6601
"",P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,A.M.,A.M.,A.M.
NEW YORK,,7.26,,7.37,,8.05,8.35,,8.51,,9.32,,9.51,,10.13,10.41,,10.56,11.41,,12.02,12.34,12.56
Secaucus Junction,,,,7.47,,,8.44,,9.01,,9.42,,10.01,,10.23,10.51,,11.05,11.51,,12.11,12.43,1.05
via PATH from WTC,6.57,,7.07,,7.19,,,8.19,,8.31,,9.19,,9.46,,,10.16,,,J 11.00,,,
arrive HOBOKEN,7.08,,7.18,,7.30,,,8.30,,8.42,,9.30,,9.57,,,10.27,,,11.33,,,
via FERRY from WFC,7.00,,7.10,,7.10,,,8.10,,8.30,,9.10,,,,,,,,,,,
arrive HOBOKEN,7.10,,7.20,,7.20,,,8.20,,8.40,,9.20,,,,,,,,,,,
HOBOKEN,7.22,,7.34,,7.45,,,8.45,,8.58,,9.45,,10.04,,,10.50,,,11.56,,,
Newark Broad Street,7.39,7.43,7.52,7.56,8.02,8.22,8.54,9.02,9.10,9.15,9.52,10.02,10.10,10.22,10.32,11.01,11.07,11.15,12.01,12.13,12.21,12.53,1.15
East Orange,,,7.57,,,,,9.07,,,,10.07,,,10.37,,11.12,,,12.18,,,1.20
Brick Church,,,7.59,,,8.29,,9.09,9.17,,,10.09,10.17,,10.40,,11.14,11.22,,12.20,12.28,,1.22
Orange,,,8.02,,,8.32,,9.11,9.20,,,10.11,10.20,,10.43,,11.16,11.25,,12.22,12.31,,1.25
Highland Avenue,,,8.04,,,,,9.13,,,,10.13,,,10.45,,11.18,,,12.24,,,1.27
Mountain Station,,,8.07,,,,,9.15,,,,10.15,,,10.47,,11.20,,,12.26,,,1.30
South Orange,,,8.09,,,8.37,,9.17,9.25,,,10.17,10.25,,10.50,,11.22,11.30,,12.29,12.36,,1.32
Maplewood,,,8.12,,,8.41,,9.20,9.28,,,10.20,10.28,,10.53,,11.25,11.33,,12.32,12.39,,1.35
Millburn,,,8.17,,,8.45,,9.24,9.32,,,10.24,10.32,,10.57,,11.29,11.37,,12.35,12.43,,1.39
Short Hills,,7.57,8.20,,,8.49,,9.26,9.36,,,10.26,10.36,,11.00,,11.31,11.41,,12.38,12.47,,1.43
Summit - Arrive,,8.01,8.25,,8.18,8.54,,9.31,9.41,,,10.31,10.41,,11.05,,11.36,11.46,,12.43,12.52,,1.49
Summit - Depart,,8.02,8.25,,8.18,8.55,,9.31,9.42,,,10.31,10.42,,11.05,,11.36,11.47,,12.55,12.52,,1.49
New Providence,,,,,8.22,,,9.35,,,,10.35,,,,,11.40,,,12.58,,,
Murray Hill,,,,,8.25,,,9.39,,,,10.38,,,,,11.43,,,1.01,,,
Berkeley Heights,,,,,8.29,,,9.43,,,,10.42,,,,,11.47,,,1.05,,,
Gillette,,,,,8.31,,,9.46,,,,10.44,,,,,11.49,,,1.07,,,
Stirling,,,,,8.35,,,9.51,,,,10.47,,,,,11.52,,,1.10,,,
Millington,,,,,8.40,,,10.00,,,,10.50,,,,,11.55,,,1.13,,,
Lyons,,,,,8.43,,,10.03,,,,10.53,,,,,11.58,,,1.16,,,
Basking Ridge,,,,,8.46,,,10.06,,,,10.56,,,,,12.01,,,1.19,,,
Bernardsville,,,,,8.49,,,10.08,,,,11.01,,,,,12.06,,,1.21,,,
Far Hills,,,,,8.55,,,10.15,,,,11.10,,,,,12.14,,,1.27,,,
Peapack,,,,,8.59,,,10.19,,,,11.14,,,,,12.18,,,1.32,,,
GLADSTONE,,,,,9.04,,,10.23,,,,11.18,,,,,12.22,,,1.36,,,
Chatham,,8.08,8.31,,,9.01,,,9.48,,,,10.48,,11.11,,,11.53,,,12.59,,1.55
Madison,,8.12,8.35,,,9.05,,,9.52,,,,10.52,,11.15,,,11.57,,,1.03,,1.59
Convent,,8.16,8.38,,,9.10,,,9.57,,,,10.57,,11.19,,,12.02,,,1.08,,2.04
Morristown,,8.20,8.42,,,9.14,,,10.01,,,,11.01,,11.23,,,12.06,,,1.12,,2.08
Morris Plains,,8.25,8.47,,,9.18,,,10.05,,,,11.05,,11.27,,,12.10,,,1.17,,2.13
Mount Tabor,,8.32,,,,,,,10.12,,,,,,11.35,,,,,,1.24,,
Denville,8.46,8.35,8.55,,,9.26,,,10.15,10.21,,,11.13,11.27,11.37,,,12.18,,,1.26,,2.20
DOVER,8.53,8.44,9.01,,,9.35,,,10.23,10.29,,,11.22,11.35,11.45,,,12.27,,,1.36,,2.30
Mount Arlington,9.01,,,,,,,,,10.37,,,,11.42,,,,,,,,,
Lake Hopatcong,9.06,,,,,,,,,10.42,,,,11.47,,,,,,,,,
Netcong,9.11,,,,,,,,,10.48,,,,11.52,,,,,,,,,
Mount Olive,9.16,,,,,,,,,10.54,,,,11.58,,,,,,,,,
HACKETTSTOWN,9.26,,,,,,,,,11.04,,,,,,,,,,,,,
"",,,,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
"",3806,3808,3204,3700,3910,3810,3208,3702,3704,3812,3210,3914,3814,3706,3918,3920,3818,3708,3922,3124,3502,3710,3924,3126
"",A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.
via SEPTA from Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,
Jefferson Station,,,,,3.55,,,,,,,4.35,,,,,4.35,,,,,,5.55,
Suburban Station,,,,,4.00,,,,,,,4.40,,,,5.35,4.40,,,,,,6.00,
30th Street Station,,,,,4.05,,,,,,,4.45,,,,5.40,4.45,,,,,,6.05,
arrive TRENTON,,,,,5.01,,,,,,,5.41,,,,6.32,5.41,,,,,,6.50,
TRENTON,3.47,4.17,,,5.06,4.51,,,,5.34,,6.05,5.45,,6.23,6.37,6.11,,6.53,,,,7.11,
Hamilton,3.53,4.23,,,5.13,4.57,,,,5.40,,6.11,5.51,,6.30,6.44,6.17,,7.00,,,,7.18,
via Princeton Shuttle,,,,,4.53,4.53,,,,5.27,,6.08,5.47,,,6.35,6.08,,6.55,,,,7.15,
arrive Princeton Junction,,,,,4.58,4.58,,,,5.32,,6.13,5.52,,,6.40,6.13,,7.00,,,,7.20,
Princeton Junction,3.59,4.30,,,5.20,5.04,,,,5.47,,6.19,5.58,,6.37,6.51,6.25,,7.07,,,,7.26,
Jersey Avenue,,,,5.00,,,,5.23,5.45,,,,,6.21,,,,6.52,,,,7.15,,
New Brunswick,4.13,4.44,,5.05,,5.18,,5.30,5.50,6.02,,,6.13,6.29,,,6.40,6.59,,7.06,,7.22,,7.35
Edison,4.17,4.48,,5.09,,5.23,,5.35,5.55,6.06,,,6.17,6.33,,,6.45,7.04,,7.11,,7.27,,7.40
Metuchen,4.22,4.53,,5.14,,5.28,,5.40,6.00,6.11,,,6.22,6.39,,,6.50,7.10,,7.17,,7.33,,7.45
Metropark,4.26,4.58,,5.19,,5.32,,5.44,6.04,6.16,,,6.27,6.44,,,6.55,7.15,,7.22,,7.39,,7.51
Rahway,4.33,,5.20,5.25,,,5.44,5.51,6.11,,6.26,,6.33,,,,7.02,,,,7.23,,,
Linden,4.37,,,5.29,,,,5.55,6.15,,,,6.37,,,,7.07,,,,7.28,,,
Elizabeth,4.43,,,5.35,,,,6.01,6.21,,,,6.44,,,,7.14,,,,7.37,,,
North Elizabeth,4.46,,,5.38,,,,6.04,6.24,,,,6.47,,,,7.17,,,,7.41,,,
Newark Int'l. Airport,4.50,5.12,5.30,5.41,,5.46,,6.08,,6.31,,,6.50,,,,7.21,,,7.36,7.44,,,
NEWARK PENN STATION,4.56,5.19,5.37,5.47,5.54,5.52,5.58,6.15,6.32,6.37,6.43,6.52,6.56,7.03,7.12,7.26,7.28,7.34,7.42,7.44,7.52,7.58,8.02,8.10
via PATH,5.15,5.30,5.45,5.56,6.01,6.01,6.06,6.21,6.41,6.46,6.51,7.01,7.01,7.11,7.21,7.31,7.36,7.41,7.51,7.51,8.01,8.06,8.11,8.16
arrive World Trade Center,5.40,5.55,6.10,6.21,6.26,6.26,6.31,6.46,7.06,7.11,7.16,7.26,7.26,7.36,7.46,7.56,8.01,8.06,8.16,8.16,8.26,8.31,8.36,8.41
Secaucus Junction,5.03,5.27,5.44,5.54,,6.00,6.06,6.23,,6.44,6.50,6.59,7.03,7.10,7.19,7.33,7.36,7.41,,7.53,7.59,,8.10,8.18
NEW YORK,5.21,5.40,5.58,6.07,6.12,6.14,6.19,6.35,6.50,6.57,7.03,7.12,7.16,7.23,7.32,7.46,7.50,7.54,8.00,8.06,8.14,8.16,8.23,8.31
"",Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
"",3712,3504,3926,3828,3714,3506,3930,3830,3716,3228,3932,3718,3720,3934,3508,3936,3722,3234,3834,3236,3836,3838,3240,3840
"",A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.,A.M.
via SEPTA from Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,
Jefferson Station,,,,5.55,,,6.35,,,,,,,7.35,,,,,8.35,,,,,9.35
Suburban Station,,,,6.00,,,6.40,,,,,,,7.40,,,,,8.40,,,,,9.40
30th Street Station,,,,6.05,,,6.45,,,,,,,7.45,,,,,8.45,,,,,9.45
arrive TRENTON,,,,6.50,,,7.45,,,,,,,8.39,,,,,9.39,,,,,10.37
TRENTON,,,7.33,7.23,,,8.06,7.46,,,8.26,,,8.54,,9.21,,,9.48,,10.13,10.41,,11.28
Hamilton,,,7.39,7.29,,,8.13,7.53,,,8.33,,,9.01,,9.27,,,9.54,,10.19,10.47,,11.34
via Princeton Shuttle,,,7.36,7.15,,,8.09,7.36,,,8.30,,,8.57,,9.24,,,9.50,,10.15,,,11.30
arrive Princeton Junction,,,7.41,7.20,,,8.14,7.41,,,8.35,,,9.02,,9.29,,,9.55,,10.20,,,11.35
Princeton Junction,,,7.47,7.36,,,8.20,8.00,,,8.41,,,9.08,,9.35,,,10.01,,10.26,10.54,,11.41
Jersey Avenue,7.38,,,,7.55,,,,8.19,,,8.40,9.02,,,,9.31,,,,,,,
New Brunswick,7.44,,,7.54,8.03,,,8.15,8.27,,8.55,8.46,9.08,9.22,,9.49,9.36,,10.15,,10.40,11.09,,11.56
Edison,7.49,,,7.59,8.08,,,8.20,8.32,,,8.51,9.12,,,,9.40,,10.20,,10.44,11.14,,12.01
Metuchen,7.54,,,8.04,8.14,,,8.25,8.37,,,8.56,9.17,,,,9.45,,10.25,,10.49,11.19,,12.06
Metropark,7.59,,,8.09,8.19,,,8.30,8.42,,,9.02,9.21,,,,9.50,,10.29,,10.54,11.24,,12.11
Rahway,,8.01,,,,8.23,,8.36,,8.53,,,,,9.34,,9.56,10.10,10.36,10.50,11.01,11.31,11.50,12.18
Linden,,8.06,,,,8.27,,8.40,,8.57,,,,,9.38,,10.00,10.14,,10.54,11.05,11.36,11.54,12.22
Elizabeth,,8.12,,,,8.35,,8.46,,9.04,,,,,9.45,,10.07,10.21,,11.01,11.11,11.43,12.00,12.29
North Elizabeth,,8.15,,,,8.38,,8.49,,9.07,,,,,9.48,,,10.24,,,11.14,,12.03,
Newark Int'l. Airport,,,,8.24,,8.41,,8.53,8.57,9.11,,9.16,,9.45,9.52,,10.12,10.28,10.47,11.06,11.18,11.48,12.07,12.34
NEWARK PENN STATION,8.17,8.23,8.25,8.31,8.38,8.48,8.56,8.59,9.03,9.17,9.19,9.22,9.39,9.53,9.58,10.14,10.18,10.34,10.53,11.12,11.24,11.55,12.14,12.40
via PATH,8.26,8.31,8.31,8.36,8.46,8.56,9.01,9.06,9.11,9.26,9.26,9.31,9.46,10.00,10.20,10.20,10.40,10.40,11.00,11.20,11.40,12.00,12.20,1.00
arrive World Trade Center,8.51,8.56,8.56,9.01,9.11,9.21,9.26,9.31,9.36,9.51,9.51,9.56,10.11,10.25,10.45,10.45,11.05,11.05,11.25,11.45,12.05,12.25,12.45,1.25
Secaucus Junction,8.24,,8.33,8.38,8.47,8.55,9.03,9.06,9.11,9.24,9.26,9.29,9.46,10.00,10.05,,10.25,10.41,11.01,11.20,11.31,12.02,12.21,12.47
NEW YORK,8.37,8.43,8.49,8.51,9.01,9.08,9.16,9.19,9.24,9.37,9.40,9.44,9.59,10.13,10.18,10.33,10.38,10.54,11.16,11.34,11.44,12.17,12.34,1.01
"",Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q,Q
"",3842,3244,3844,3846,3248,3848,3850,3252,3852,3154,3954,3256,3856,3858,3260,3860,3896,3510,3736,3862,3738,3266,3864,3598
"",A.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.
via SEPTA from Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,
Jefferson Station,10.30,,,11.35,,,12.30,,,,1.35,,,,,2.35,,,,3.14,,,3.40,
Suburban Station,10.35,,,11.40,,,12.35,,,,1.40,,,,,2.40,,,,3.19,,,3.45,
30th Street Station,10.40,,,11.45,,,12.40,,,,1.45,,,,,2.45,,,,3.24,,,3.50,
arrive TRENTON,11.31,,,12.37,,,1.31,,,,2.37,,,,,3.37,,,,4.19,,,4.40,
TRENTON,11.52,,12.21,12.50,,1.09,1.44,,2.12,,2.59,,3.09,3.36,,4.03,4.12,,,4.41,,,5.02,
Hamilton,11.58,,12.27,12.56,,1.15,1.50,,2.18,,3.05,,3.15,3.42,,4.09,4.18,,,4.47,,,5.08,
via Princeton Shuttle,11.52,,12.18,12.49,,1.11,1.46,,2.14,,3.01,,3.01,3.38,,,4.14,,,4.38,,,5.04,
arrive Princeton Junction,11.57,,12.23,12.54,,1.16,1.51,,2.19,,3.06,,3.06,3.43,,,4.19,,,4.43,,,5.09,
Princeton Junction,12.05,,12.34,1.03,,1.22,1.57,,2.25,,3.12,,3.22,3.49,,4.16,4.25,,,4.54,,,5.15,
Jersey Avenue,,,,,,,,,,,,,,,,,,,,,,,,
New Brunswick,12.19,,12.48,1.18,,1.36,2.11,,2.39,3.03,3.26,,3.37,4.05,,4.31,4.40,,4.58,5.10,,,5.29,
Edison,12.24,,12.52,1.22,,1.40,2.16,,2.44,3.07,,,3.41,4.10,,4.35,4.44,,5.02,5.15,,,5.33,
Metuchen,12.29,,12.57,1.27,,1.45,2.21,,2.49,3.12,,,3.47,4.15,,4.40,4.49,,5.07,5.20,,,5.39,
Metropark,12.33,,1.02,1.32,,1.50,2.25,,2.54,3.17,,,3.52,4.19,,4.45,4.54,,5.12,5.25,5.39,,5.44,
Rahway,12.40,12.51,1.09,1.38,1.49,1.57,2.32,2.52,3.00,3.23,,3.46,3.58,,4.42,4.52,,5.03,5.19,5.31,,5.43,5.50,6.04
Linden,12.44,12.55,1.13,1.42,1.53,2.01,2.36,2.56,3.04,3.27,,3.50,4.02,,4.46,4.56,,5.07,5.23,,,5.47,5.54,
Elizabeth,12.51,1.01,1.19,1.49,2.00,2.07,2.43,3.02,3.10,3.34,,3.57,4.08,,4.53,5.02,,5.14,5.30,,,5.53,6.01,
North Elizabeth,,,1.22,,,2.10,,,3.13,,,4.00,4.11,,4.56,,,,5.33,,,,6.04,
Newark Int'l. Airport,12.55,1.06,1.26,1.53,2.05,2.14,2.48,3.07,3.17,3.39,3.48,4.03,4.15,4.33,4.59,5.07,5.10,,5.37,5.42,,5.58,6.07,6.14
NEWARK PENN STATION,1.01,1.13,1.33,1.59,2.11,2.21,2.54,3.13,3.23,3.45,3.55,4.09,4.21,4.40,5.06,5.14,5.17,5.23,5.44,5.49,5.57,6.04,6.14,6.22
via PATH,1.20,1.20,1.40,2.20,2.20,2.40,3.00,3.30,3.30,3.56,4.06,4.16,4.26,4.46,5.11,5.21,5.26,5.31,5.51,5.56,6.06,6.11,6.21,6.31
arrive World Trade Center,1.45,1.45,2.05,2.45,2.45,3.05,3.25,3.55,3.55,4.21,4.31,4.41,4.51,5.11,5.36,5.46,5.51,5.56,6.16,6.21,6.31,6.36,6.46,6.56
Secaucus Junction,1.09,1.20,1.40,2.07,2.18,2.28,3.02,3.20,3.30,3.52,4.02,4.17,4.28,,5.16,5.22,5.24,5.30,5.51,5.56,6.07,6.11,6.21,6.31
NEW YORK,1.22,1.33,1.53,2.22,2.31,2.42,3.15,3.34,3.43,4.05,4.16,4.30,4.41,4.58,5.28,5.35,5.38,5.43,6.04,6.09,6.20,6.25,6.34,6.44
"",Q,Q,Q,Q,,,,,,,,,,,,,,,,,,,
"",3866,3512,3868,3870,3514,3872,3874,3516,3876,3278,3880,3984,3882,3284,3886,3288,3742,3888,3292,3892,3200,3800,5800
"",P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,P.M.,A.M.,A.M.,A.M.,A.M.,A.M.
via SEPTA from Philadelphia,,,,,,,,,,,,,,,,,,,,,,,
Jefferson Station,4.10,,4.39,5.10,,5.10,5.41,,6.35,,7.35,,7.35,,8.35,,,9.35,,10.35,,,11.35
Suburban Station,4.15,,4.44,5.15,,5.15,5.46,,6.40,,7.40,,7.40,,8.40,,,9.40,,10.40,,,11.40
30th Street Station,4.20,,4.49,5.20,,5.20,5.51,,6.45,,7.45,,7.45,,8.45,,,9.45,,10.45,,,11.45
arrive TRENTON,5.14,,5.38,6.15,,6.15,6.45,,7.37,,8.37,,8.37,,9.37,,,10.37,,11.37,,,12.37
TRENTON,5.25,,6.08,6.31,,6.46,7.15,,7.56,,8.42,,9.10,,10.04,,,11.23,,12.02,,12.39,1.11
Hamilton,5.31,,6.14,6.37,,6.52,7.21,,8.02,,8.48,,9.16,,10.10,,,11.29,,12.08,,12.45,1.17
via Princeton Shuttle,5.27,,6.10,6.30,,6.30,7.11,,7.58,,8.44,,9.04,,10.06,,,11.25,,11.49,,12.24,1.13
arrive Princeton Junction,5.32,,6.15,6.35,,6.35,7.16,,8.03,,8.49,,9.09,,10.11,,,11.30,,11.54,,12.29,1.18
Princeton Junction,5.38,,6.21,6.44,,6.59,7.28,,8.09,,8.55,,9.23,,10.17,,,11.36,,12.15,,12.51,1.24
Jersey Avenue,,,,,,,,,,,,,,,,,,,,,,,
New Brunswick,5.52,,6.35,6.59,,7.14,7.48,,8.24,,9.09,,9.37,,10.31,,,11.51,,12.29,,1.06,1.40
Edison,5.56,,6.39,,,7.18,7.52,,8.29,,9.14,,9.41,,10.35,,,11.55,,12.33,,1.10,1.44
Metuchen,6.01,,6.44,,,7.23,7.57,,8.34,,9.19,,9.46,,10.40,,,12.00,,12.38,,1.14,1.49
Metropark,6.06,,6.49,,,7.28,8.03,,8.38,,9.24,,9.51,,10.45,,,12.05,,12.43,,1.19,1.54
Rahway,6.13,6.46,6.56,,7.21,7.35,8.09,8.28,8.45,9.05,9.30,,9.58,10.05,10.52,11.20,,12.12,12.29,12.50,1.12,,2.01
Linden,6.17,6.50,7.00,,7.25,7.39,8.13,8.32,8.49,9.09,9.34,,10.01,10.09,10.56,11.24,,12.16,12.33,12.54,1.16,,2.05
Elizabeth,6.24,6.57,7.06,,7.32,7.45,8.20,8.39,8.56,9.17,9.41,,10.08,10.16,11.02,11.30,,12.22,12.40,1.00,1.22,,2.12
North Elizabeth,6.27,7.00,,,,7.48,,8.41,,,,,10.11,,11.05,,,12.25,,,1.25,,2.15
